epoch,step,train_loss,val_loss
0,0,,161.62623596191406
1,1,,123.804931640625
2,2,,58.536415100097656
3,3,,741.421142578125
4,4,,47.860225677490234
5,5,,76.68035125732422
6,6,,100.18709564208984
7,7,,109.52717590332031
8,8,,111.22380828857422
9,9,,108.4194107055664
10,10,,102.56794738769531
11,11,,94.0829849243164
12,12,,83.4380111694336
13,13,,71.15287780761719
14,14,,58.4953498840332
15,15,,49.37427520751953
16,16,,51.75956344604492
17,17,,61.63275146484375
18,18,,57.3896484375
19,19,,47.56321334838867
20,20,,43.000247955322266
21,21,,45.9376335144043
22,22,,46.19696807861328
23,23,,41.567047119140625
24,24,,35.552547454833984
25,25,,26.559240341186523
26,26,,23.26249885559082
27,27,,16.13718605041504
28,28,,14.87873363494873
29,29,,26.072629928588867
30,30,,21.7211856842041
31,31,,41.769649505615234
32,32,,12.081780433654785
33,33,,26.678558349609375
34,34,,18.90304946899414
35,35,,21.711973190307617
36,36,,20.344152450561523
37,37,,16.07569694519043
38,38,,15.292384147644043
39,39,,15.998089790344238
40,40,,16.70261001586914
41,41,,14.803728103637695
42,42,,14.034042358398438
43,43,,13.84570598602295
44,44,,13.345610618591309
45,45,,13.419964790344238
46,46,,13.100542068481445
47,47,,12.783675193786621
48,48,,12.229385375976562
49,49,12.237322807312012,
49,49,,11.809477806091309
50,50,,11.256510734558105
51,51,,11.160140037536621
52,52,,10.954793930053711
53,53,,10.372370719909668
54,54,,9.765294075012207
55,55,,10.018210411071777
56,56,,8.97271728515625
57,57,,8.485108375549316
58,58,,8.190699577331543
59,59,,7.866846561431885
60,60,,7.6149163246154785
61,61,,7.346253871917725
62,62,,7.202051639556885
63,63,,6.919596195220947
64,64,,6.968903541564941
65,65,,6.803398132324219
66,66,,6.555613994598389
67,67,,6.337808132171631
68,68,,6.119054317474365
69,69,,5.890467166900635
70,70,,5.677944183349609
71,71,,5.555723667144775
72,72,,5.300328254699707
73,73,,5.104690074920654
74,74,,4.830825328826904
75,75,,4.446065425872803
76,76,,4.268556594848633
77,77,,3.943794012069702
78,78,,3.7770028114318848
79,79,,3.5846822261810303
80,80,,3.438472032546997
81,81,,3.238529682159424
82,82,,3.08486008644104
83,83,,2.8170650005340576
84,84,,2.7158970832824707
85,85,,2.6697962284088135
86,86,,2.59892201423645
87,87,,2.5965628623962402
88,88,,2.5980708599090576
89,89,,2.565781831741333
90,90,,2.5860533714294434
91,91,,2.5535309314727783
92,92,,2.5309231281280518
93,93,,2.490025281906128
94,94,,2.462526559829712
95,95,,2.4364795684814453
96,96,,2.4017231464385986
97,97,,2.355213165283203
98,98,,2.340069532394409
99,99,2.3360002040863037,
99,99,,2.3117635250091553
100,100,,2.287307024002075
101,101,,2.2711615562438965
102,102,,2.2444255352020264
103,103,,2.2221386432647705
104,104,,2.1990268230438232
105,105,,2.168442964553833
106,106,,2.1470987796783447
107,107,,2.1091887950897217
108,108,,2.0838539600372314
109,109,,2.0718581676483154
110,110,,2.0383262634277344
111,111,,1.9764412641525269
112,112,,1.923162817955017
113,113,,1.8692562580108643
114,114,,1.7988144159317017
115,115,,1.760435938835144
116,116,,1.7645491361618042
117,117,,1.761561393737793
118,118,,2.1559910774230957
119,119,,2.4392566680908203
120,120,,2.0575873851776123
121,121,,2.0740246772766113
122,122,,1.8353044986724854
123,123,,1.7736399173736572
124,124,,1.611437201499939
125,125,,2.0299477577209473
126,126,,1.359965205192566
127,127,,1.4891018867492676
128,128,,1.4581819772720337
129,129,,2.5999276638031006
130,130,,3.7742226123809814
131,131,,3.8823134899139404
132,132,,3.5416259765625
133,133,,1.60887610912323
134,134,,1.3376885652542114
135,135,,1.2477928400039673
136,136,,2.8840081691741943
137,137,,1.1497257947921753
138,138,,1.06459641456604
139,139,,1.0944288969039917
140,140,,1.1577047109603882
141,141,,1.7617899179458618
142,142,,1.553917646408081
143,143,,2.4429399967193604
144,144,,1.863258957862854
145,145,,2.6897544860839844
146,146,,4.493039608001709
147,147,,2.967660665512085
148,148,,3.186664342880249
149,149,3.126060962677002,
149,149,,3.3065991401672363
150,150,,2.9474408626556396
151,151,,2.6298155784606934
152,152,,2.7877655029296875
153,153,,2.6701693534851074
154,154,,2.716486692428589
155,155,,2.764838457107544
156,156,,2.3919479846954346
157,157,,2.473390817642212
158,158,,2.6845831871032715
159,159,,2.4945085048675537
160,160,,2.52231764793396
161,161,,2.5878546237945557
162,162,,2.728503465652466
163,163,,2.629415988922119
164,164,,2.486818790435791
165,165,,2.682035207748413
166,166,,2.7074086666107178
167,167,,2.5158567428588867
168,168,,2.470903158187866
169,169,,2.512279987335205
170,170,,2.4745726585388184
171,171,,2.412865161895752
172,172,,2.307502031326294
173,173,,2.351914167404175
174,174,,2.359088897705078
175,175,,2.365095853805542
176,176,,2.2744557857513428
177,177,,2.2683937549591064
178,178,,2.241485357284546
179,179,,2.258859872817993
180,180,,2.222489833831787
181,181,,2.234724760055542
