epoch,step,train_loss,val_loss
0,0,,156.99513244628906
1,1,,111.611572265625
2,2,,85.95980834960938
3,3,,70.01152801513672
4,4,,70.5694808959961
5,5,,63.05946731567383
6,6,,50.92930221557617
7,7,,27.840017318725586
8,8,,14.505146980285645
9,9,,15.599388122558594
10,10,,16.054893493652344
11,11,,30.91684913635254
12,12,,15.120063781738281
13,13,,15.102363586425781
14,14,,6.4744720458984375
15,15,,5.723428249359131
16,16,,9.553494453430176
17,17,,6.007183074951172
18,18,,5.356162071228027
19,19,,4.057534694671631
20,20,,2.6096391677856445
21,21,,2.67885160446167
22,22,,2.821580410003662
23,23,,2.1182899475097656
24,24,,1.4263719320297241
25,25,,1.6067713499069214
26,26,,2.1099822521209717
27,27,,1.9219388961791992
28,28,,1.3659147024154663
29,29,,0.9305434226989746
30,30,,1.2318955659866333
31,31,,1.430361270904541
32,32,,1.4605978727340698
33,33,,1.0930603742599487
34,34,,1.3257967233657837
35,35,,2.543095350265503
36,36,,7.170660495758057
37,37,,7.828848361968994
38,38,,8.57442569732666
39,39,,7.796414852142334
40,40,,12.891387939453125
41,41,,8.121813774108887
42,42,,4.580721855163574
43,43,,3.787937641143799
44,44,,3.374837875366211
45,45,,2.4258878231048584
46,46,,1.874053955078125
47,47,,1.4966697692871094
48,48,,2.3868024349212646
49,49,2.3724758625030518,
49,49,,2.738908290863037
50,50,,3.481218099594116
51,51,,4.964987754821777
52,52,,3.398170232772827
53,53,,3.5670955181121826
54,54,,3.526062488555908
55,55,,2.867990255355835
56,56,,2.4166207313537598
57,57,,2.3321919441223145
58,58,,1.4325333833694458
59,59,,3.8871028423309326
60,60,,7.775237560272217
61,61,,5.851685047149658
62,62,,3.857757329940796
63,63,,6.244534015655518
64,64,,44.12110137939453
65,65,,321.86578369140625
66,66,,17.79916000366211
67,67,,26.513574600219727
68,68,,23.954092025756836
69,69,,24.218578338623047
70,70,,22.75023078918457
71,71,,27.251951217651367
72,72,,19.99514389038086
73,73,,13.517645835876465
74,74,,5.892724514007568
75,75,,8.397284507751465
76,76,,16.2819881439209
77,77,,96.68273162841797
78,78,,39.60538864135742
79,79,,133.1495819091797
80,80,,59.849910736083984
81,81,,47.28681564331055
82,82,,26.72989273071289
83,83,,52.01459503173828
84,84,,49.902442932128906
85,85,,43.236083984375
86,86,,28.5428466796875
87,87,,125.73296356201172
88,88,,16.212770462036133
89,89,,16.75103759765625
90,90,,9.349608421325684
91,91,,36.878963470458984
92,92,,54.542388916015625
93,93,,53.640235900878906
94,94,,9.62370777130127
95,95,,20.607961654663086
96,96,,13.993364334106445
97,97,,6.067852020263672
98,98,,11.55055046081543
99,99,12.295374870300293,
99,99,,8.39102840423584
100,100,,4.704536437988281
101,101,,5.293039798736572
102,102,,12.767193794250488
103,103,,12.348716735839844
104,104,,7.396468639373779
105,105,,5.0765299797058105
106,106,,6.11550235748291
107,107,,10.378297805786133
108,108,,7.053009986877441
109,109,,2.550964117050171
110,110,,5.614822864532471
111,111,,5.0392608642578125
112,112,,5.635910511016846
113,113,,3.171325445175171
114,114,,3.453552722930908
115,115,,1.7710875272750854
116,116,,1.692987084388733
117,117,,1.7334028482437134
118,118,,1.3934954404830933
119,119,,2.807293653488159
120,120,,4.5232768058776855
121,121,,4.400026798248291
122,122,,3.9106571674346924
123,123,,3.8713486194610596
124,124,,3.6193268299102783
125,125,,2.7597548961639404
126,126,,3.0960450172424316
127,127,,2.9153547286987305
128,128,,2.2604997158050537
129,129,,2.119361400604248
130,130,,2.3034772872924805
131,131,,2.4237303733825684
132,132,,2.1530165672302246
133,133,,1.443335771560669
134,134,,1.3565092086791992
135,135,,1.2725075483322144
136,136,,1.089867353439331
137,137,,1.0624864101409912
138,138,,0.8637475371360779
139,139,,0.8173931241035461
140,140,,0.7084888815879822
141,141,,0.7176762819290161
142,142,,0.6158255934715271
143,143,,0.579237163066864
144,144,,0.43661990761756897
145,145,,0.4272327125072479
146,146,,0.3532796800136566
147,147,,0.35921308398246765
148,148,,0.30133315920829773
149,149,0.30133453011512756,
149,149,,0.26052430272102356
150,150,,0.2330995798110962
151,151,,0.20066995918750763
152,152,,0.19798871874809265
153,153,,0.16073721647262573
154,154,,0.18024331331253052
155,155,,0.29794442653656006
156,156,,0.143344447016716
157,157,,0.22949551045894623
158,158,,0.1688365936279297
159,159,,0.1540701985359192
160,160,,0.17655238509178162
161,161,,0.11243811994791031
162,162,,0.15932609140872955
163,163,,0.14281855523586273
164,164,,0.1471175253391266
165,165,,0.09610109776258469
166,166,,0.12675629556179047
167,167,,0.10857822000980377
168,168,,0.08945387601852417
169,169,,0.10669451951980591
170,170,,0.07532370090484619
171,171,,0.08702491968870163
172,172,,0.08018632233142853
173,173,,0.062346529215574265
174,174,,0.07121167331933975
175,175,,0.056134194135665894
176,176,,0.059544701129198074
177,177,,0.062276821583509445
178,178,,0.0514269582927227
179,179,,0.054606255143880844
180,180,,0.048652034252882004
181,181,,0.04401664435863495
182,182,,0.046584613621234894
183,183,,0.03983816131949425
184,184,,0.038497451692819595
185,185,,0.038608428090810776
186,186,,0.033714063465595245
187,187,,0.035789866000413895
188,188,,0.03376178443431854
189,189,,0.030354870483279228
190,190,,0.03207257762551308
191,191,,0.028019551187753677
192,192,,0.027974847704172134
193,193,,0.0281218271702528
194,194,,0.024707090109586716
195,195,,0.02636394277215004
196,196,,0.02429230324923992
197,197,,0.023397883400321007
198,198,,0.024096986278891563
199,199,0.024096986278891563,
199,199,,0.021447693929076195
200,200,,0.021887220442295074
201,201,,0.02090003713965416
202,202,,0.019668854773044586
203,203,,0.020189953967928886
204,204,,0.018630515784025192
205,205,,0.018527446314692497
206,206,,0.018146751448512077
207,207,,0.017164146527647972
208,208,,0.01728828065097332
209,209,,0.016367793083190918
210,210,,0.015909595414996147
211,211,,0.01565098948776722
212,212,,0.014929932542145252
213,213,,0.01479208655655384
214,214,,0.014267503283917904
215,215,,0.013788372278213501
216,216,,0.013581561855971813
217,217,,0.013076980598270893
218,218,,0.012813925743103027
219,219,,0.012483264319598675
220,220,,0.012045913375914097
221,221,,0.011852586641907692
222,222,,0.011488066986203194
223,223,,0.011234261095523834
224,224,,0.011008654721081257
225,225,,0.010649793781340122
226,226,,0.0104813352227211
227,227,,0.010189621709287167
228,228,,0.009959554299712181
229,229,,0.009767869487404823
230,230,,0.009475118480622768
231,231,,0.009319955483078957
232,232,,0.009077977389097214
233,233,,0.008890016004443169
234,234,,0.008709043264389038
235,235,,0.00847551692277193
236,236,,0.008330359123647213
237,237,,0.00812061969190836
238,238,,0.00795620959252119
239,239,,0.0077860415913164616
240,240,,0.007599718403071165
241,241,,0.00746556743979454
242,242,,0.007293588947504759
243,243,,0.007147699128836393
244,244,,0.0070022703148424625
245,245,,0.006857102271169424
246,246,,0.006727966945618391
247,247,,0.006585609167814255
248,248,,0.00645980192348361
249,249,0.006459797266870737,
249,249,,0.006327465176582336
250,250,,0.006200491916388273
251,251,,0.00608693016692996
252,252,,0.005968269892036915
253,253,,0.005856940522789955
