epoch,step,train_loss,val_loss
0,49,56.169212341308594,
0,99,44.62495803833008,
0,149,49.708885192871094,
0,199,62.44303512573242,
0,249,33.164119720458984,
0,299,48.71675491333008,
0,349,37.13008117675781,
0,399,44.81196594238281,
0,449,33.09413146972656,
0,499,38.86366271972656,
0,549,30.893022537231445,
0,599,31.109376907348633,
0,649,35.62812805175781,
0,699,36.53609085083008,
0,749,38.2486686706543,
0,799,25.739866256713867,
0,849,54.032718658447266,
0,899,46.962825775146484,
0,949,49.585105895996094,
0,999,36.3784294128418,
0,1049,36.18455505371094,
0,1099,35.8087043762207,
0,1149,74.93446350097656,
0,1172,,30.238067626953125
1,1199,34.339412689208984,
1,1249,30.236186981201172,
1,1299,34.83763122558594,
1,1349,43.97259521484375,
1,1399,31.67605209350586,
1,1449,29.72264862060547,
1,1499,26.062763214111328,
1,1549,27.710968017578125,
1,1599,37.403995513916016,
1,1649,38.15023422241211,
1,1699,30.232484817504883,
1,1749,36.29779815673828,
1,1799,28.681716918945312,
1,1849,32.37407302856445,
1,1899,36.46934509277344,
1,1949,24.18272590637207,
1,1999,32.507755279541016,
1,2049,79.90886688232422,
1,2099,30.426204681396484,
1,2149,43.02787780761719,
1,2199,28.047466278076172,
1,2249,31.61530876159668,
1,2299,30.72820281982422,
1,2345,,30.75664710998535
2,2349,25.63375473022461,
2,2399,30.50861358642578,
2,2449,45.24744415283203,
2,2499,28.07439613342285,
2,2549,25.45905876159668,
2,2599,29.5463809967041,
2,2649,39.75052261352539,
2,2699,29.188880920410156,
2,2749,23.464811325073242,
2,2799,40.77485275268555,
2,2849,28.681108474731445,
2,2899,29.09893226623535,
2,2949,23.015552520751953,
2,2999,31.219852447509766,
2,3049,26.472599029541016,
2,3099,26.464340209960938,
2,3149,38.002662658691406,
2,3199,24.325170516967773,
2,3249,29.343175888061523,
2,3299,33.86248016357422,
2,3349,25.545570373535156,
2,3399,23.99584197998047,
2,3449,23.314167022705078,
2,3499,25.629606246948242,
2,3518,,30.3709774017334
3,3549,28.577674865722656,
3,3599,31.4759521484375,
3,3649,29.36079216003418,
